config_id,spectral_radius,input_scaling,leak_rate,best_ridge_mode,val_nmse_mean,val_nmse_std,test_nmse_mean,test_nmse_std,n_seeds
e5d26cba92a0,0.6,0.3,0.5,1e-10,0.21947462456633193,0.02525619978272833,0.209153171226784,0.01766986718560009,5
52760813c871,0.6,0.3,0.6,1e-10,0.20227750338769832,0.022999090397463076,0.18840016247968489,0.012735978185139963,5
d60a77474b87,0.6,0.3,0.7,1e-10,0.186506583175356,0.022082299722990674,0.1674124703958471,0.00471690150636115,5
54ccd29e45ed,0.6,0.3,0.8,1e-10,0.15378534431476093,0.0297364887988108,0.12721744467815918,0.008848339572569967,5
62d97647ac56,0.6,0.3,0.9,1e-10,0.15675885335710538,0.03761373416005557,0.1314980320440181,0.01528844097943482,5
af27e14ad131,0.6,0.3,1.0,1e-10,0.17430552085567091,0.04128964855235774,0.1473783190857642,0.01481483177523616,5
786a5ebf09c1,0.6,0.4,0.5,1e-10,0.21766320889849916,0.026441062825439617,0.20759441715708218,0.018003936103038673,5
d7a95944c457,0.6,0.4,0.6,1e-10,0.20128531089561613,0.023667090819193312,0.18746320024368518,0.012405719644514552,5
71985f2b3cac,0.6,0.4,0.7,1e-10,0.18747267187546265,0.022376980187039968,0.16869021023567948,0.003996806746488931,5
d8e9c3ab2524,0.6,0.4,0.8,1e-10,0.15833075639774952,0.03001342170561591,0.1323783151300746,0.009061012895026739,5
c8503090418a,0.6,0.4,0.9,1e-10,0.16009167549645884,0.03719406255782671,0.13451314164735112,0.0145391927002679,5
f8ac2775ac41,0.6,0.4,1.0,1e-10,0.18167068181729928,0.0407798268500224,0.15343118344276435,0.012912602615199338,5
6889a48b57ab,0.7,0.05,0.5,1e-10,0.24147835498088072,0.026039611781741256,0.2260616296739252,0.014640993088387845,5
4f45ab3701e0,0.7,0.05,0.6,1e-10,0.22366422392755902,0.026200854869887553,0.20760875295134343,0.014252334917769881,5
ceee6b7602f2,0.7,0.05,0.7,1e-10,0.1996740586014461,0.02910639723700856,0.18109786910328668,0.013667215700371207,5
